OBJECTID,Id,CrashCount,GroupCode,NUM_FATAL,NUM_INJURY,NUM_NONINJ,EPDO,L1STREET,L2STREET,L1STREETRT,L2STREETRT,FC1STREET,FC2STREET,FC1STREETR,FC2STREETR,RPAS,TOWNS,MASSDOT,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTLength,Top_200_Ca,Top_in_RPA,RPA_abbrev,Shape_Leng
1326,0,28,e21995dc-10c0-46ce-924f-060a73a9f737,0,5,23,48,QUEQUECHAN STREET, ,N5409, ,QUEQUECHAN STREET, ,N5409, ,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,FALL RIVER,5,{FCA0501F-40C6-4A78-9653-CF54B2398B20},,,,,156.880325, ,Y,SRPEDD,156.880307
1327,0,22,a80f63ac-50e2-4e3b-9203-1c9374ec2c96,0,8,14,54,COUNTY STREET,PENNIMAN STREET,N5313,N5311,COUNTY STREET,PENNIMAN STREET,N5313,N5311,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{58960D27-42B1-4CD4-BFE9-C9D1ABEEA614},,,,,213.810937, ,Y,SRPEDD,213.810988
1328,0,26,b561bcdf-9d49-4d25-948f-917d3d35a8c3,0,6,20,50,INTERSTATE 91,RAMP-RT 91 SB TO RT 141,I91 SB,R15576,INTERSTATE 91,RAMP-RT 91 SB TO RT 141,I91 SB,R15576,PIONEER VALLEY PLANNING COMMISSION,HOLYOKE,2,{1BCDC8CB-609B-46CD-80E2-730B80A6018E},,,,,156.880192, ,Y,PVPC,156.880307
1329,0,51,41b2ef86-57b8-40d0-b53c-83db185db8e6,0,3,48,63,WORCESTER STREET,OAK STREET,SR9 EB,N1386,WORCESTER STREET,OAK STREET,SR9 EB,N1386,METROPOLITAN AREA PLANNING COUNCIL,NATICK,3,{B17F8E5E-477E-4DBF-A818-EC45F60EA8FB},,,,,433.864566, ,Y,MAPC,433.864615
1330,0,24,eb8bb4c9-375f-4bcd-90d1-29040f6f586f,0,6,18,48,ROUTE 3,RAMP-RT 3 SB TO RT 4 (DRUM HILL RTRY),US3 NB,R22102,ROUTE 3,RAMP-RT 3 SB TO RT 4 (DRUM HILL RTRY),US3 NB,R22102,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,CHELMSFORD,4,{55EFD66F-6062-4FDF-87A6-2FE3D5BEA45D},,,,,156.880337, ,Y,NMCOG,156.880344
1331,0,38,bb53ea4a-228e-4ce8-98be-c99ead516c0b,0,7,31,66,STATE ROAD,DAVIS ROAD,US6 EB,L197299,STATE ROAD,DAVIS ROAD,US6 EB,L197299,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,WESTPORT,5,{2FD05BBE-827C-47CE-9444-E7E1E8ADEE53},,,,,221.275845, ,Y,SRPEDD,221.275801
1332,0,26,2e0a54c6-496f-4df6-a08c-0c6548683b8b,0,12,14,74,ROOSEVELT CIRCLE,FOREST STREET,SR28 SB,N2270,ROOSEVELT CIRCLE,SOUTH BORDER ROAD,SR28 SB, ,METROPOLITAN AREA PLANNING COUNCIL,MEDFORD,4,{3304B54E-2575-46BA-A285-2DC067FBFC8F},,,,,255.991602, ,Y,MAPC,255.991495
1333,0,27,7a609319-dd5f-4078-af12-a3e4a391bab7,0,5,22,47,REVERE BEACH PARKWAY,LEWIS STREET,SR16 EB,L199142,REVERE BEACH PARKWAY,LEWIS STREET,SR16 EB,L199142,METROPOLITAN AREA PLANNING COUNCIL,EVERETT,4,{1D8DDFBA-D53A-448D-A944-C3234522180D},,,,,156.880306, ,Y,MAPC,156.880337
1334,0,35,ff1465f1-70f0-4a5f-97ad-b75c57bf68b0,0,13,22,87,BOLAND WAY,EAST COLUMBUS AVENUE,N4873,N012 NB,BOLAND WAY,EAST COLUMBUS AVENUE,N4873,N012 NB,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{56050708-A4F0-4692-A15C-02A84EAA887A},,,,,174.991857, ,Y,PVPC,174.991821
1335,0,52,e4d04679-238b-4182-a969-0457ced11b84,0,11,41,96,INTERSTATE 391,RAMP-RT 391 NB TO RT 116 (CENTER ST),I391 NB,R17001,INTERSTATE 391,RAMP-RT 391 NB TO RT 116 (CENTER ST),I391 NB,R17001,PIONEER VALLEY PLANNING COMMISSION,CHICOPEE,2,{05B86720-5061-449A-9F27-0EBC4641B613},,,,,160.498677,"N, RAMP",Y,PVPC,160.498701
1336,0,33,43d7577f-42ba-4bb7-89c1-6eb919bdd8b6,0,11,22,77,WEYMOUTH STREET,PINE STREET,N1781,N1667,WEYMOUTH STREET,PINE STREET,N1781,N1667,METROPOLITAN AREA PLANNING COUNCIL,HOLBROOK,5,{39DA7B07-1B09-4647-8217-AF42D7A5DAE2},,,,,179.479138, ,Y,MAPC,179.479131
1337,0,8,9e384b6a-18ca-4446-bb12-005360b72b2d,0,4,4,24,NORTH STREET,EAST ACRES ROAD,US7 NB,L142692,NORTH STREET,EAST ACRES ROAD,US7 NB,L142692,BERKSHIRE REGIONAL PLANNING COMMISSION,PITTSFIELD,1,{8C5FC79D-80B7-4F7A-820A-FCE5B9D53359},,,,,251.530509, ,Y,BRPC,251.530466
1338,0,58,1d72db8f-bc10-4354-aedb-b64ff128764d,0,18,40,130,LINCOLN STREET,BEVERLY ROAD,SR70 NB,L175655,LINCOLN STREET,BEVERLY ROAD,SR70 NB,L175655,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{D242A98F-CECA-489A-AE38-E95F08A8554C},,,,,454.297392,Y,Y,CMRPC,454.297304
1339,0,31,747cfab4-9ee2-4ac8-a465-0163f05a4333,0,6,25,55, ,ALEWIFE BROOK PARKWAY,B1,US3 NB,ALEWIFE BROOK PARKWAY,CAMBRIDGEPARK DRIVE,US3 NB,N1442 SB,METROPOLITAN AREA PLANNING COUNCIL,CAMBRIDGE,6,{8C958103-67CF-4DF1-9B76-78B845A37521},,,,,263.119127, ,Y,MAPC,263.119279
1340,0,296,881f191e-49e1-42b5-b814-0ee40e030da2,0,78,218,608,GENERAL CASIMIR PULASKI SKYWAY,RAMP-RTS 93 SB/3 SB TO COLUMBIA RD,I93 NB,R12064,GENERAL CASIMIR PULASKI SKYWAY,RAMP-RTS 93 SB/3 SB TO COLUMBIA RD,I93 NB,R12064,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{306BA917-4FB3-40D1-92A1-7AC4B1938B35},,,,,345.443576,"N, HIGHWAY",Y,MAPC,345.443597
1341,0,29,cee38e85-c1a0-48bd-9f17-62161f7692e7,0,6,23,53,MERRILL ROAD,DALTON AVENUE,SR9 EB,N002 EB,MERRILL ROAD,DALTON AVENUE,SR9 EB,N002 EB,BERKSHIRE REGIONAL PLANNING COMMISSION,PITTSFIELD,1,{785BB996-39FA-4FFB-B9A2-1D1731B7B6EC},,,,,274.774036, ,Y,BRPC,274.773933
1342,0,26,5a03010d-dcd1-4b6d-83e6-57241d54e9ba,0,7,19,54,MERRIMACK STREET,SOUTH UNION STREET,N4233,N4225,MERRIMACK STREET,SOUTH UNION STREET,N4233,N4225,MERRIMACK VALLEY PLANNING COMMISSION,LAWRENCE,4,{6CBC98C7-3880-47FE-AA1F-FE58C6A656EF},,,,,208.596321, ,Y,MVPC,208.596402
1343,0,88,e8ca7e87-dfe0-4eac-ad2a-442df62e07dc,0,9,79,124,LOWELL STREET,NORTH LOWELL STREET,SR110 EB,SR113 EB,LOWELL STREET,NORTH LOWELL STREET,SR110 EB,SR113 EB,MERRIMACK VALLEY PLANNING COMMISSION,METHUEN,4,{EE9BCE06-9028-45D8-B59D-76F042692AFE},,,,,156.880367,"N, RAMP",Y,MVPC,156.88037
1344,0,22,61aa87de-893c-4a42-a4e4-9ddb4c1db814,0,5,17,42,RAMP-LOWELL ST TO RT 1 SB,RAMP-RT 1 SB TO LOWELL ST,R21106,R21105,RAMP-LOWELL ST TO RT 1 SB,RAMP-RT 1 SB TO LOWELL ST,R21106,R21105,METROPOLITAN AREA PLANNING COUNCIL,PEABODY,4,{A5188BE9-C435-4B8A-A187-CFD11D862B67},,,,,249.91968, ,Y,MAPC,249.919573
1345,0,78,6e9e26d0-ba5b-4ed5-bb84-77dc2687da84,0,30,48,198,HARRISON BOULEVARD,AMVETS MEMORIAL HIGHWAY,N4623,SR24 NB,AMVETS MEMORIAL HIGHWAY,HARRISON BOULEVARD,SR24 NB,N4623,OLD COLONY PLANNING COUNCIL,AVON,5,{47631D8E-0A7F-4483-B71C-9FDD28A2A1F1},,,,,260.575979,"N, HIGHWAY",Y,OCPC,260.575907
1346,0,23,36dfea86-6284-448a-88fd-fbcd70aba24d,0,7,16,51,MIDDLESEX TURNPIKE EXTENSION,BEDFORD STREET,L189126,SR62 EB,BEDFORD STREET,MIDDLESEX TURNPIKE EXTENSION,SR62 EB,L189126,METROPOLITAN AREA PLANNING COUNCIL,BURLINGTON,4,{6A1CBAB7-A134-4CFC-9EF7-57D73809F372},,,,,166.368909, ,Y,MAPC,166.368937
1347,0,17,1dc0ee43-256f-4e1e-ada9-182c117625dc,0,5,12,37,EAST MAIN STREET,RAMP-RTS 2 EB/140 SB TO RTS 2A/140,SR2A EB,SR140 SB,RAMP-RTS 2 EB/140 SB TO RTS 2A/140,HAGER PARK ROAD,SR140 SB,SR140 NB,MONTACHUSETT REGIONAL PLANNING COMMISSION,WESTMINSTER,3,{45AD61DD-25B3-4815-8757-8DA8024149BE},,,,,156.880305, ,Y,MRPC,156.880358
1348,0,31,a174b971-52f3-4648-95a8-59578bbaecee,0,6,25,55,WASHINGTON STREET,MONTVALE AVENUE,N1335 EB,N141,MONTVALE AVENUE,WASHINGTON STREET,N141,N1335 EB,METROPOLITAN AREA PLANNING COUNCIL,WOBURN,4,{83D72CE6-58A1-494B-9881-5EF7FF942D6D},,,,,192.134526, ,Y,MAPC,192.134523
1349,0,20,0dded763-6866-4f9a-9261-5fcfaf0f9e0f,1,3,16,41,INTERSTATE 290,RAMP-AUBURN ST TO RT 290 EB,I290 EB,R14503,INTERSTATE 290,RAMP-AUBURN ST TO RT 290 EB,I290 EB,R14503,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,AUBURN,3,{5DDC5EC2-9EB3-4BF2-8320-2786B6CF4580},,,,,263.812011, ,Y,CMRPC,263.811967
1350,0,27,8d2f779d-9f96-4ffe-9e9c-60b8a08222a2,0,13,14,79,COLUMBIA ROAD,BUTTONWOOD STREET,N120 NB,L166638,COLUMBIA ROAD,BUTTONWOOD STREET,N120 NB,L166638,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{1BC7C5E2-13C0-494C-AF37-271636BF1E5B},,,,,219.069685, ,Y,MAPC,219.069775
1351,0,21,acde650a-469a-4f13-8621-0d2cc22be6e8,0,9,12,57,RIVERWAY,BROOKLINE AVENUE,N411,N128 NB,RIVERWAY,BROOKLINE AVENUE,N411,N128 NB,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{135176ED-FD34-40B1-B4AC-6EC7467CE295},,,,,156.880245, ,Y,MAPC,156.880277
1352,0,15,5a12b369-daf2-4e6c-bf85-965c9bd643f5,1,4,10,40,WORCESTER ROAD, ,SR12 NB, ,WORCESTER ROAD, ,SR12 NB, ,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WEBSTER,3,{DBD032A9-AAE6-42D9-8CDB-90E68A7ED103},,,,,156.880234, ,Y,CMRPC,156.880307
1353,0,30,1d57a676-7b4b-44f8-9cb4-76c6eb404f13,0,16,14,94,REVERE BEACH PARKWAY,VINE STREET,SR16 EB,N1300 NB,REVERE BEACH PARKWAY,VINE STREET,SR16 EB,N1300 NB,METROPOLITAN AREA PLANNING COUNCIL,EVERETT,4,{783EA528-0278-46C6-8506-67E96E9338E2},,,,,202.6827, ,Y,MAPC,202.682652
1354,0,25,3e93044f-4541-433c-93cb-76c9cb037ee9,0,6,19,49,WEST MAIN STREET,OLD STRAWBERRY HILL ROAD, ,L116519 NB,WEST MAIN STREET,OLD STRAWBERRY HILL ROAD, ,L116519 NB,CAPE COD COMMISSION,BARNSTABLE,5,{3B571E58-2A09-4F38-AA0A-A8DB90712BBD},,,,,162.853723, ,Y,CCC,162.85377
1355,0,26,8b874821-c3a4-4e92-a8a8-a97b5ad623ce,0,6,20,50,JAMES SHEA CIRCLE,FOREST HILLS ENTRANCE DRIVE,SR203 WB,N1612,JAMES SHEA CIRCLE,MORTON STREET,SR203 WB,SR203 WB,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{ECE41AC0-7976-4C95-8CF2-100C14AFCC00},,,,,306.263446, ,Y,MAPC,306.263311
1356,0,21,4c9a271d-36ed-4f19-9453-e86610cbf938,0,6,15,45,BOYLSTON STREET,ELLIOT STREET,SR9 EB, ,BOYLSTON STREET,ELLIOT STREET,SR9 EB, ,METROPOLITAN AREA PLANNING COUNCIL,NEWTON,6,{8F821F92-45A2-486C-9104-D079630D897E},,,,,225.364697, ,Y,MAPC,225.364668
1357,0,32,16fa0a96-e158-46b4-addf-bc0b25ded3dc,0,4,28,48,YANKEE DIVISION HIGHWAY,RAMP-RTS 95 NB/128 NB TO NORTH AVE,I95 NB,R12703,YANKEE DIVISION HIGHWAY,RAMP-RTS 95 NB/128 NB TO NORTH AVE,I95 NB,R12703,METROPOLITAN AREA PLANNING COUNCIL,WAKEFIELD,4,{4EA922D7-FBDF-479F-9583-1876CBB1F173},,,,,195.326851, ,Y,MAPC,195.326876
1358,0,27,06ed98b5-6ffd-43cf-a4f7-b9197f16a87f,0,12,15,75,HIGH STREET,APPLETON STREET,N026 NB,SR141 EB,HIGH STREET,APPLETON STREET,N026 NB,SR141 EB,PIONEER VALLEY PLANNING COMMISSION,HOLYOKE,2,{B9A143D9-A113-4782-89E5-FF715B4E3E63},,,,,187.169139, ,Y,PVPC,187.169154
1359,0,26,5a7d9d4d-ab5e-41a7-acf3-a973a03f764e,0,11,15,70,FULLER ROAD,SHERIDAN STREET,N4939,N5128,FULLER ROAD,SHERIDAN STREET,N4939,N5128,PIONEER VALLEY PLANNING COMMISSION,CHICOPEE,2,{E2C483C4-A256-41CA-8E53-21407179C717},,,,,178.531981, ,Y,PVPC,178.531949
1360,0,26,010593a2-4ad9-4a88-9d86-9d6c60293b7f,0,7,19,54,MAIN STREET,NORTH STREET,SR28 NB,N1257 EB,MAIN STREET,NORTH STREET,SR28 NB,N1257 EB,METROPOLITAN AREA PLANNING COUNCIL,STONEHAM,4,{E785B006-25E9-4371-B025-F5E4BD1F756C},,,,,189.600414, ,Y,MAPC,189.60039
1361,0,28,d764d0ba-8f23-42a0-b30f-fbbb11ac699b,0,8,20,60,YANKEE DIVISION HIGHWAY,DODGE STREET,SR128 NB,SR1A NB,YANKEE DIVISION HIGHWAY,DODGE STREET,SR128 NB,SR1A NB,METROPOLITAN AREA PLANNING COUNCIL,BEVERLY,4,{E510F631-99A5-4E7F-8068-A465A8322DE8},,,,,227.732269, ,Y,MAPC,227.732181
1362,0,42,9d01bc81-157f-4760-8645-1b93c84ef15f,0,7,35,70,MASHPEE CIRCLE,NATHAN ELLIS HIGHWAY,SR28 NB,SR151 EB,MASHPEE CIRCLE,NATHAN ELLIS HIGHWAY,SR28 NB,SR151 EB,CAPE COD COMMISSION,MASHPEE,5,{D0B76BE9-50A0-4E2D-B30B-757AE47CF1CB},,,,,356.851082, ,Y,CCC,356.851116
1363,0,27,9ac1408b-83a1-42e4-919e-3818fcbc3045,0,2,25,35,MECHANIC STREET,WATER STREET,N4006,N4002,MECHANIC STREET,WATER STREET,N4006,N4002,MONTACHUSETT REGIONAL PLANNING COMMISSION,LEOMINSTER,3,{7CAB74FE-F10C-48B8-ADAD-BE1D08A9A541},,,,,218.228805, ,Y,MRPC,218.228718
1364,0,16,a648a6db-c6e8-4ce7-989e-d54bb42268b0,0,6,10,40,ROUTE 28,WINSLOW GRAY ROAD,SR28 NB,N3222,ROUTE 28,WINSLOW GRAY ROAD,SR28 NB,N3222,CAPE COD COMMISSION,YARMOUTH,5,{43292418-E947-44C7-8315-F2E546748CE2},,,,,248.83559, ,Y,CCC,248.835605
1365,0,67,33894d35-94eb-4b0c-8749-fa0e6c65dcdc,0,11,56,111,MAIN STREET,RAMP-RT 38 TO RT 495 SB,SR38 NB,R13237,MAIN STREET,RAMP-RT 38 TO RT 495 SB,SR38 NB,R13237,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,TEWKSBURY,4,{94FAC854-E164-4A1D-850C-02CA3F883E40},,,,,252.126545,Y,Y,NMCOG,252.126481
1366,0,32,acc56d32-aa54-4a9c-ab5c-193e7d1d5c47,0,7,25,60,BOSTON PROVIDENCE TURNPIKE,ELM STREET,SR1A NB,SR1A NB,BOSTON PROVIDENCE TURNPIKE,ELM STREET,SR1A NB,SR1A NB,METROPOLITAN AREA PLANNING COUNCIL,DEDHAM,6,{339B3170-7E9A-4F54-B6AE-DF227EEE1F54},,,,,253.338391, ,Y,MAPC,253.338416
1367,0,16,d7a4f2c7-890a-4d44-9f82-a4cf8f6384bb,0,8,8,48,PURCHASE STREET,LINDEN STREET,N5307,N5312,PURCHASE STREET,LINDEN STREET,N5307,N5312,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{53275A9E-6EA5-4417-B470-7FE38FE145ED},,,,,162.451323, ,Y,SRPEDD,162.451282
1368,0,22,11eda97d-c81c-4163-a9af-969420208288,0,8,14,54,PETERS STREET,TURNPIKE STREET,SR133 EB,SR114 EB,TURNPIKE STREET,PETERS STREET,SR114 EB,SR133 EB,MERRIMACK VALLEY PLANNING COMMISSION,NORTH ANDOVER,4,{8AF88CAB-50AC-4DCA-9BEB-62666CAE853D},,,,,195.302437, ,Y,MVPC,195.302406
1369,0,17,d86c0ec9-da82-4421-821f-2f0bf46718c4,0,6,11,41,BELMONT STREET,MERRIFIELD STREET,SR9 EB,L193293,BELMONT STREET,MERRIFIELD STREET,SR9 EB,L193293,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{9EE887FC-DCA4-479A-8FE7-AB82901AF37D},,,,,181.224779, ,Y,CMRPC,181.224731
1370,0,22,c272a79c-af9b-4d17-88f3-3b3913619056,0,8,14,54,NAUSET STREET,MOUNT PLEASANT STREET,N5307,N5296,NAUSET STREET,MOUNT PLEASANT STREET,N5307,N5296,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{F805E563-2858-494C-8DBB-0FE82CBAB55D},,,,,191.805507, ,Y,SRPEDD,191.805473
1371,0,35,a0aebf76-be96-4220-a388-1c03b4cc45b1,0,6,29,59,DARTMOUTH STREET,ROCKDALE AVENUE,N5281,N100 EB,ROCKDALE AVENUE,DARTMOUTH STREET,N100 EB,N5281,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,"NEW BEDFORD,DARTMOUTH",5,{49F249F0-91D3-4436-A8E7-08A06C9B71D4},,,,,170.16178, ,Y,SRPEDD,170.161762
1372,0,18,92b51af7-a839-4ac7-856f-a98aa0a064f7,0,6,12,42,WESTERN AVENUE,SUMMER STREET,SR107 NB,N1261 EB,WESTERN AVENUE,SUMMER STREET,SR107 NB,N1261 EB,METROPOLITAN AREA PLANNING COUNCIL,LYNN,4,{70967255-A05A-415E-A3E8-B235195D351B},,,,,342.747637, ,Y,MAPC,342.747686
1373,0,22,8c290422-c71f-4c63-bca6-e2be5a07b1b7,0,12,10,70,MAIN STREET,BELMONT STREET,SR123 EB,SR123 EB,MAIN STREET,BELMONT STREET,SR123 EB,SR123 EB,OLD COLONY PLANNING COUNCIL,BROCKTON,5,{696AAEC2-4FF4-4D1B-94F1-B958320FB5CB},,,,,287.884771, ,Y,OCPC,287.884754
1374,0,48,d999064e-3f67-4d9d-adcb-9378c02b0e98,0,10,38,88,CEDAR STREET,EAST MAIN STREET,SR85 NB,SR16 EB,CEDAR STREET,EAST MAIN STREET,SR85 NB,SR16 EB,METROPOLITAN AREA PLANNING COUNCIL,MILFORD,3,{33338314-944E-4C4B-BE77-149EA0751CF8},,,,,270.174674, ,Y,MAPC,270.174616
1375,0,21,b7d6e01b-b946-4586-bd96-44853b73e63f,0,7,14,49,HAMPSHIRE STREET,CARDINAL MEDEIROS AVENUE,N324,N1478,HAMPSHIRE STREET,CARDINAL MEDEIROS AVENUE,N324,N1478,METROPOLITAN AREA PLANNING COUNCIL,CAMBRIDGE,6,{179AC0CB-81AC-414B-A718-29FAA108C3DC},,,,,156.880437, ,Y,MAPC,156.88037
1376,0,12,4a990be9-0fad-4aeb-b600-0818cd0ee413,0,8,4,44,ORANGE STREET,OAKLAND STREET,N5090,N4860,OAKLAND STREET,ORANGE STREET,N4860,N5090,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{F9018BA7-5920-41C9-85A2-DBE33A58A520},,,,,156.880328, ,Y,PVPC,156.880337
1377,0,10,2e41379c-0cb0-4e3d-b1d1-1a6d9e79a12d,0,3,7,22,MAIN STREET,BANK ROW,SR2A EB,US5 NB,MAIN STREET,FEDERAL STREET,SR2A EB,US5 NB,FRANKLIN REGIONAL COUNCIL OF GOVERNMENTS,GREENFIELD,2,{0758003F-F9BC-446D-A9C0-EFB658C75C13},,,,,210.217486, ,Y,FRCOG,210.217561
1378,0,18,6d109e49-645b-4f6b-92a0-69587bcad64f,0,10,8,58,NORTH MAIN STREET,LINDEN STREET,N4627,L193145,NORTH MAIN STREET,LINDEN STREET,N4627,L193145,OLD COLONY PLANNING COUNCIL,BROCKTON,5,{A3D7BDC0-AA1A-4A39-A64E-42F2C6647C43},,,,,208.888224, ,Y,OCPC,208.888283
1379,0,17,cfcde7fa-bfd6-45bc-a244-210190567628,0,6,11,41,INTERSTATE 495,RAMP-RT 495 SB TO SIMARANO DR,I495 SB,R13148,INTERSTATE 495,RAMP-RT 495 SB TO SIMARANO DR,I495 SB,R13148,METROPOLITAN AREA PLANNING COUNCIL,MARLBOROUGH,3,{2DD9995A-F783-41F7-B56F-65ED392CCD15},,,,,176.249409, ,Y,MAPC,176.249412
1380,0,14,ef8b2734-62a9-4e84-a104-3d0757077fa4,0,8,6,46,CAMBRIDGE STREET,WARREN STREET,N1480,N1477,CAMBRIDGE STREET,WARREN STREET,N1480,N1477,METROPOLITAN AREA PLANNING COUNCIL,CAMBRIDGE,6,{0EEBB604-F777-489E-B4A2-DE6625993649},,,,,237.625276, ,Y,MAPC,237.625363
1381,0,14,6aef7a57-3de1-42c9-8fdb-0a70b522e9cd,0,7,7,42,MEDFORD STREET,HIGHLAND AVENUE,N1281 EB,N1275 NB,MEDFORD STREET,HIGHLAND AVENUE,N1281 EB,N1275 NB,METROPOLITAN AREA PLANNING COUNCIL,MALDEN,4,{9CA05A36-01B9-4BBE-B510-071572E433E7},,,,,156.880388, ,Y,MAPC,156.880337
1382,0,14,a2458aca-bb9e-44ba-8266-5946032b2f36,0,7,7,42,BOYLSTON STREET, ,SR9 EB,L092164,BOYLSTON STREET, ,SR9 EB,L092164,METROPOLITAN AREA PLANNING COUNCIL,"BROOKLINE,NEWTON",6,{5ADF92AF-4B49-4184-A85F-AEBB79EFFADF},,,,,264.250309, ,Y,MAPC,264.250304
1383,0,29,6a9a6a8f-2a21-43a3-87f4-06e9f8eb2060,0,4,25,45,MASSACHUSETTS TURNPIKE, ,I90 EB, ,MASSACHUSETTS TURNPIKE, ,I90 EB, ,METROPOLITAN AREA PLANNING COUNCIL,WESTON,6,{7699E5B3-3685-4990-8470-D9B4D1D633D8},,,,,201.795247, ,Y,MAPC,201.795186
1384,0,25,43ec839c-08f7-4c47-a259-c9387affe160,0,11,14,69,MAIN STREET,LAWRENCE STREET,N4636,L159053,MAIN STREET,LAWRENCE STREET,N4636,L159053,OLD COLONY PLANNING COUNCIL,BROCKTON,5,{E9B1EF2D-15C0-496D-81A7-DDA92870A20C},,,,,282.999208, ,Y,OCPC,282.999317
1385,0,29,1f57a5db-edbc-4bf0-a773-2a5aad17fd59,0,9,20,65,HANCOCK STREET,FURNACE BROOK PARKWAY,N103 NB,N1648,HANCOCK STREET,FURNACE BROOK PARKWAY,N103 NB,N1648,METROPOLITAN AREA PLANNING COUNCIL,QUINCY,6,{7B85CEA9-06F2-4496-ABC0-15EB6C63BCB4},,,,,169.099865, ,Y,MAPC,169.099846
1386,0,52,af5e2ba3-44ec-4215-9975-461ad09395d0,0,15,37,112,INTERSTATE 290,RAMP-RT 290 EB TO RT 122A,I290 EB,R14508,INTERSTATE 290,RAMP-RT 122A TO RT 290 WB,I290 EB,R14558,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{DBFABAF4-9E01-4670-B808-ABC19406D352},,,,,207.734239,"N, RAMP",Y,CMRPC,207.734186
1387,0,16,011c2abf-f5c5-463e-96ad-c0d5153179c6,0,7,9,44,CHARLTON ROAD,FISKE HILL ROAD,US20 EB,N3637,CHARLTON ROAD,FISKE HILL ROAD,US20 EB,N3637,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,STURBRIDGE,3,{28A33EC3-1FE3-46F0-ABDD-9B1BC98FB97B},,,,,156.880387, ,Y,CMRPC,156.880379
1388,0,38,a70c4712-964d-46d2-b7d2-673b7aa106ae,0,19,19,114,SAINT JAMES AVENUE,CAREW STREET,N4920,N5125,SAINT JAMES AVENUE,CAREW STREET,N4920,N5125,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{BC6529C9-9C87-4DFF-AE44-AE6426AA2CF3},,,,,233.655732,Y,Y,PVPC,233.655596
1389,0,37,07171c66-6c11-46e5-a663-bc3d75c79205,0,11,26,81,AGAWAM ROTARY,RAMP-RT 57 TO RT 5 NB,SR57 WB,R50185,AGAWAM ROTARY,RAMP-RT 57 TO RT 5 NB,SR57 WB,R50185,PIONEER VALLEY PLANNING COMMISSION,AGAWAM,2,{6AC73B81-BB8E-4ADB-A563-04AEA486D1F5},,,,,157.720655, ,Y,PVPC,157.720556
1390,0,34,b6bd5666-a2ad-4965-ae9b-3fa66f9e065a,0,6,28,58,WEST MAIN STREET, ,N3607, ,WEST MAIN STREET, ,N3607, ,METROPOLITAN AREA PLANNING COUNCIL,HOPKINTON,3,{A43C7435-1338-4253-A68E-B9C59FCA78CC},,,,,293.882724, ,Y,MAPC,293.88268
1391,0,22,a5692ec0-9373-4520-8006-602a562822f1,1,6,15,55,WILBRAHAM ROAD, ,N4892, ,WILBRAHAM ROAD, ,N4892, ,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{DE5EF40D-A696-4D96-859C-758259F6168C},,,,,295.810775, ,Y,PVPC,295.810814
1392,0,23,96d0da2a-2170-4f77-924b-bf9cfb83e4a4,0,7,16,51,PAGE BOULEVARD,OSBORNE TERRACE,SR20A EB,L208309,PAGE BOULEVARD,OSBORNE TERRACE,SR20A EB,L208309,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{E20D4CCE-F3F9-4A64-A0C6-1B667A3C175B},,,,,513.239566, ,Y,PVPC,513.23961
1393,0,28,68ca8573-7456-4f99-8c67-688105ba34f6,0,9,19,64,BEDFORD STREET,WEST STREET,SR18 NB,SR106 WB,BEDFORD STREET,WEST STREET,SR18 NB,SR106 WB,OLD COLONY PLANNING COUNCIL,EAST BRIDGEWATER,5,{7621B8F5-7073-4B2F-BB97-BDA0220E70B6},,,,,187.823479, ,Y,OCPC,187.823531
